,pixel_r,pixel_g,pixel_b,local_r,local_g,local_b,edges_r,edges_g,edges_b,label
1039,45,63,37,44,55,35,41,50,34,norm_pervious
1040,20,34,19,33,45,29,36,46,31,shaded_pervious
1041,86,83,64,70,66,50,50,52,39,dry_pervious
1042,120,113,95,110,102,86,83,80,64,dry_pervious
1043,130,114,98,101,93,77,60,61,47,dry_pervious
1044,125,116,99,111,102,85,73,72,57,dry_pervious
1045,27,39,19,32,42,26,36,47,29,shaded_pervious
1046,57,71,45,40,52,33,34,45,28,norm_pervious
1047,78,74,63,69,70,56,55,59,46,dry_pervious
1048,46,60,43,55,63,48,58,62,50,norm_pervious
1049,55,68,59,59,69,57,114,97,83,norm_pervious
1050,64,74,65,59,69,57,120,100,86,norm_pervious
1051,68,83,62,63,75,57,45,52,39,norm_pervious
1052,46,54,39,35,46,30,36,45,30,norm_pervious
1053,49,64,43,40,53,35,38,50,33,norm_pervious
1054,37,56,28,43,55,34,39,50,32,norm_pervious
1055,68,69,61,80,80,67,66,65,53,norm_impervious
1056,44,58,33,44,56,36,39,50,33,norm_pervious
1057,20,27,19,38,48,34,38,47,33,shaded_pervious
1058,42,60,38,38,49,33,36,46,31,norm_pervious
1059,42,54,34,36,48,30,41,50,35,norm_pervious
1060,36,51,30,38,48,32,37,44,33,norm_pervious
1061,39,53,36,37,48,32,34,44,29,norm_pervious
1062,52,65,45,42,55,36,39,51,33,norm_pervious
1063,47,67,40,45,55,36,42,50,33,norm_pervious
1064,44,57,37,43,55,35,39,47,30,norm_pervious
1065,44,57,31,43,55,34,38,48,31,norm_pervious
1066,36,49,32,37,49,32,35,45,29,norm_pervious
1067,18,29,12,38,48,33,35,45,29,shaded_pervious
1068,22,25,18,29,33,24,40,46,33,shaded_pervious
1069,55,64,47,43,52,35,40,45,31,norm_pervious
1070,71,79,66,43,52,36,38,45,33,norm_pervious
1071,48,60,38,45,56,38,41,49,35,norm_pervious
1072,32,47,28,36,49,31,38,48,32,norm_pervious
1073,39,54,31,40,48,33,42,50,36,norm_pervious
1074,253,254,249,250,251,249,126,128,124,norm_impervious
1075,252,254,251,250,251,249,129,131,127,norm_impervious
1076,167,177,178,166,172,176,128,130,128,norm_impervious
1077,113,118,114,110,115,108,124,128,125,norm_impervious
1078,140,150,151,136,144,140,111,112,105,norm_impervious
1079,43,49,45,55,62,52,113,118,112,shaded_pervious
1080,128,121,95,134,122,95,77,75,58,dry_pervious
1081,69,80,63,72,76,63,88,88,75,norm_pervious
1082,54,68,45,44,54,38,43,50,36,norm_pervious
1083,44,56,34,37,49,32,37,48,31,norm_pervious
1084,83,88,81,81,84,74,65,69,57,norm_impervious
1085,67,72,65,61,66,57,63,68,58,norm_impervious
1086,96,99,88,85,89,75,77,79,67,norm_impervious
1087,89,90,74,85,88,73,68,73,59,norm_impervious
1088,109,113,99,110,114,100,78,80,69,norm_impervious
1089,92,93,79,92,94,81,85,88,73,norm_impervious
1090,94,96,85,93,94,84,82,84,72,norm_impervious
1091,88,89,75,84,88,76,69,73,60,norm_impervious
1092,71,74,57,72,74,60,67,71,60,norm_impervious
1093,76,77,72,74,74,64,66,68,56,norm_impervious
1094,134,127,98,122,118,94,89,89,72,dry_pervious
1095,86,89,78,83,88,72,67,69,56,dry_pervious
1096,45,58,40,36,47,31,34,43,29,norm_pervious
1097,71,84,67,64,75,57,48,55,41,norm_pervious
1098,59,74,53,61,73,55,44,52,38,norm_pervious
1099,68,81,64,64,75,57,47,54,40,norm_pervious
1100,59,70,54,65,76,58,45,51,39,norm_pervious
1101,19,20,14,23,26,18,36,45,30,shaded_pervious
1102,42,56,31,43,55,36,43,52,35,norm_pervious
1103,82,88,74,84,89,73,66,69,56,norm_pervious
1104,29,43,26,39,50,33,36,46,31,norm_pervious
1105,55,65,41,47,57,38,42,51,33,norm_pervious
1106,80,71,56,66,68,47,54,57,41,dry_pervious
1107,90,82,61,69,71,51,53,57,40,dry_pervious
1108,71,60,40,61,65,44,52,55,38,dry_pervious
1109,74,69,50,63,68,49,55,59,42,dry_pervious
1110,83,78,58,70,73,53,54,59,41,dry_pervious
1111,60,57,42,57,59,41,51,55,39,dry_pervious
1112,95,79,56,93,78,61,61,56,37,dry_pervious
1113,41,59,35,42,52,35,38,45,31,norm_pervious
1114,51,62,46,42,51,36,42,49,35,norm_pervious
1115,39,45,35,44,48,35,50,55,40,norm_pervious
1116,50,61,44,40,46,34,42,47,35,norm_pervious
1117,52,68,42,46,58,38,42,51,34,norm_pervious
1118,61,73,51,47,57,39,44,50,37,norm_pervious
1119,43,56,38,38,49,32,36,46,31,norm_pervious
1120,38,49,32,36,47,31,34,44,29,norm_pervious
1121,29,42,22,39,51,33,37,47,31,norm_pervious
1122,42,54,34,39,50,32,36,45,29,norm_pervious
1123,45,57,35,41,55,33,36,47,30,norm_pervious
1124,66,76,52,65,67,47,55,58,42,norm_pervious
1125,34,40,26,37,45,29,40,49,32,shaded_pervious
1126,58,60,47,56,63,45,48,55,39,norm_pervious
1127,58,72,49,49,58,40,40,47,33,norm_pervious
1128,46,60,37,43,55,36,39,50,33,norm_pervious
1129,52,64,42,44,57,36,42,54,34,norm_pervious
1130,62,76,50,44,57,37,42,52,34,norm_pervious
1131,43,56,38,43,54,36,46,51,36,norm_pervious
1132,20,25,28,22,26,27,45,48,42,water
1133,24,27,32,26,29,30,43,46,42,water
1134,25,26,30,23,26,28,45,47,44,water
1135,26,27,32,26,31,30,40,39,35,water
1136,23,28,31,26,30,29,46,38,33,water
1137,44,53,32,41,51,34,41,50,33,norm_pervious
1138,20,28,15,38,49,32,40,51,33,shaded_pervious
1139,54,68,45,40,51,32,39,48,32,norm_pervious
1140,73,72,51,69,69,53,54,57,43,dry_pervious
1141,69,72,53,52,53,41,44,48,36,dry_pervious
1142,115,120,116,123,128,120,105,109,101,norm_impervious
1143,139,146,138,127,132,126,103,108,101,norm_impervious
1144,128,130,125,126,131,125,99,103,95,norm_impervious
1145,103,103,93,99,100,91,64,65,58,norm_impervious
1146,198,209,211,201,212,215,123,130,129,norm_impervious
1147,152,167,174,150,164,172,190,201,205,norm_impervious
1148,195,208,214,201,212,218,113,121,117,norm_impervious
1149,125,134,131,125,131,125,91,94,86,norm_impervious
1150,105,111,107,114,123,120,114,121,117,norm_impervious
1151,124,135,119,127,133,125,95,99,91,norm_impervious
1152,124,132,121,125,131,122,96,100,93,norm_impervious
1153,119,126,119,124,130,122,105,109,101,norm_impervious
1154,42,53,37,39,49,33,36,44,31,norm_pervious
1155,37,48,34,37,47,31,37,47,30,norm_pervious
1156,38,53,34,33,43,28,32,41,27,norm_pervious
1157,106,112,102,98,102,92,71,73,64,norm_impervious
1158,107,105,92,105,106,94,56,57,48,norm_impervious
1159,90,91,83,77,79,69,43,44,37,norm_impervious
1160,94,96,85,85,87,77,56,57,49,norm_impervious
1161,17,24,17,30,34,27,40,42,35,shaded_pervious
1162,26,32,22,31,34,28,37,39,33,shaded_pervious
1163,27,40,23,31,39,27,41,47,38,norm_pervious
1164,40,51,34,40,51,32,40,50,33,norm_pervious
1165,38,47,30,41,51,34,41,50,33,norm_pervious
1166,38,44,30,38,46,31,37,44,30,norm_pervious
1167,21,33,13,35,43,28,37,45,30,norm_pervious
1168,42,51,34,43,51,35,39,46,32,norm_pervious
1169,54,63,42,45,55,36,42,51,34,norm_pervious
1170,33,44,30,33,42,29,34,43,29,norm_pervious
1171,26,36,27,30,36,27,36,41,33,norm_pervious
1172,25,35,24,30,36,27,37,41,34,norm_pervious
1173,37,50,32,40,45,37,48,52,45,norm_pervious
1174,39,53,36,38,44,31,36,41,30,norm_pervious
1175,32,37,33,25,29,30,39,36,32,norm_pervious
1176,40,47,39,36,40,36,52,54,50,norm_pervious
1177,39,51,29,43,53,34,41,52,33,norm_pervious
1178,43,52,33,36,45,29,42,49,34,norm_pervious
1179,44,59,36,42,50,32,49,55,38,norm_pervious
1180,42,56,33,37,49,31,36,47,30,norm_pervious
1181,37,39,28,40,50,33,40,50,33,norm_pervious
1182,33,41,26,36,44,30,35,44,30,norm_pervious
1183,36,47,31,37,46,30,39,48,32,norm_pervious
1184,41,58,39,41,53,35,40,51,33,norm_pervious
1185,53,61,46,39,47,32,35,41,29,norm_pervious
1186,46,59,39,45,55,37,44,53,35,norm_pervious
1187,45,61,35,40,50,32,38,48,31,norm_pervious
1188,53,68,45,40,52,34,37,48,30,norm_pervious
1189,48,57,38,45,54,35,40,50,33,norm_pervious
1190,58,71,51,46,56,37,39,48,31,norm_pervious
1191,47,61,38,42,52,33,40,49,31,norm_pervious
1192,38,50,30,43,53,34,40,50,32,norm_pervious
1193,57,66,47,46,55,37,40,50,32,norm_pervious
1194,34,45,29,35,42,29,38,42,32,norm_pervious
1195,35,41,27,42,50,35,42,51,35,norm_pervious
1196,57,71,54,35,44,32,33,41,29,norm_pervious
1197,45,56,40,37,43,31,40,45,35,norm_pervious
1198,25,36,19,35,45,31,36,44,31,shaded_pervious
1199,40,54,37,37,48,32,37,46,31,norm_pervious
1200,24,29,22,35,41,31,41,46,36,shaded_pervious
1201,47,59,35,37,40,31,36,43,29,norm_pervious
1202,40,53,33,37,43,30,38,43,32,norm_pervious
1203,26,41,18,39,46,31,39,45,32,norm_pervious
1204,20,34,21,34,40,29,37,42,32,shaded_pervious
1205,53,65,45,43,53,34,39,48,31,norm_pervious
1206,39,52,32,41,51,32,38,48,30,norm_pervious
1207,56,70,44,43,53,34,40,50,32,norm_pervious
1208,47,56,35,39,50,32,38,49,31,norm_pervious
1209,50,63,43,39,50,32,37,47,30,norm_pervious
1210,63,73,48,43,53,34,40,49,32,norm_pervious
1211,61,74,48,44,54,35,40,50,32,norm_pervious
1212,53,63,39,42,52,34,40,50,33,norm_pervious
1213,60,58,46,66,67,52,55,58,44,dry_pervious
1214,76,75,55,70,71,55,51,55,41,dry_pervious
1215,81,83,78,67,67,54,52,54,42,norm_impervious
1216,74,75,69,64,66,52,49,54,41,norm_impervious
1217,57,57,55,51,53,49,48,50,46,norm_impervious
1218,66,69,52,56,58,46,38,42,33,norm_impervious
1219,66,69,58,57,59,49,37,39,32,norm_impervious
1220,62,62,64,47,50,44,50,53,46,norm_impervious
1221,65,71,59,45,51,40,42,46,36,norm_impervious
1222,65,67,64,47,50,45,43,46,39,norm_impervious
1223,105,106,90,105,105,92,68,64,59,norm_impervious
1224,102,103,95,95,96,89,72,74,68,norm_impervious
1225,89,91,77,97,98,86,67,67,59,norm_impervious
1226,50,54,57,44,46,43,42,45,40,norm_impervious
1227,48,53,49,42,46,41,37,41,35,norm_impervious
1228,60,61,56,53,55,50,47,49,44,norm_impervious
1229,53,58,54,49,53,47,45,48,42,norm_impervious
1230,62,65,58,43,48,40,40,46,37,norm_impervious
1231,55,58,51,50,53,48,48,50,46,norm_impervious
1232,59,60,62,54,55,55,58,60,57,norm_impervious
1233,52,51,57,53,53,54,58,59,57,norm_impervious
1234,53,58,52,37,40,35,38,42,36,norm_impervious
1235,30,36,24,35,40,32,41,45,39,shaded_pervious
1236,33,39,29,37,40,34,37,40,35,shaded_pervious
1237,38,51,33,34,43,29,34,42,29,norm_pervious
1238,28,38,27,31,37,28,33,39,30,shaded_pervious
1239,34,43,22,33,42,28,33,41,28,norm_pervious
1240,69,63,51,54,54,42,41,45,34,dry_pervious
1241,53,54,38,48,51,38,41,46,34,dry_pervious
1242,88,87,69,75,70,57,53,52,41,dry_pervious
1243,65,52,46,43,44,34,44,48,36,dry_pervious
1244,65,59,47,50,51,38,40,45,32,dry_pervious
1245,67,61,45,49,50,37,42,44,32,dry_pervious
1246,61,55,41,47,48,36,39,43,32,dry_pervious
1247,66,62,53,48,49,36,41,45,33,dry_pervious
1248,76,75,55,69,70,55,52,55,42,dry_pervious
1249,75,77,55,67,68,52,48,52,39,dry_pervious
1250,72,66,50,51,52,39,42,45,32,dry_pervious
1251,54,52,39,46,48,36,40,44,32,dry_pervious
1252,56,54,41,51,51,38,40,43,32,dry_pervious
1253,38,53,34,37,46,31,38,46,32,norm_pervious
1254,39,48,31,37,48,30,39,50,32,norm_pervious
1255,35,46,30,33,43,29,33,41,28,norm_pervious
1256,29,40,24,33,43,28,33,41,28,norm_pervious
1257,45,51,37,35,44,30,34,41,28,norm_pervious
1258,97,103,93,103,104,95,72,73,65,norm_impervious
1259,101,105,91,83,87,77,83,87,77,norm_impervious
1260,103,104,96,97,99,91,75,78,71,norm_impervious
1261,111,111,101,95,97,89,69,70,64,norm_impervious
1262,101,104,93,96,97,88,61,62,55,norm_impervious
1263,64,66,61,46,52,41,42,46,37,norm_impervious
1264,42,53,36,42,46,38,42,45,38,norm_pervious
1265,39,46,30,41,45,35,46,49,40,shaded_pervious
1266,40,48,35,40,44,35,49,51,43,norm_pervious
1267,49,55,41,42,46,36,45,48,40,norm_pervious
1268,34,45,28,35,38,29,43,47,37,norm_pervious
1269,28,40,28,35,38,29,46,49,38,norm_pervious
1270,38,49,32,35,39,30,42,47,35,norm_pervious
1271,31,42,25,35,39,30,42,47,36,norm_pervious
1272,25,36,22,31,39,27,37,44,32,norm_pervious
1273,42,55,29,36,40,30,37,44,31,norm_pervious
1274,31,45,28,35,43,29,37,44,31,norm_pervious
1275,40,51,34,36,44,30,38,44,32,norm_pervious
1276,32,45,28,30,38,26,39,45,34,norm_pervious
1277,22,32,21,29,38,25,33,41,29,shaded_pervious
1278,40,51,35,29,38,25,36,43,31,norm_pervious
1279,26,32,18,31,39,26,37,44,32,shaded_pervious
1280,28,41,23,36,43,30,40,46,34,norm_pervious
1281,41,52,38,35,42,31,41,47,37,norm_pervious
1282,50,62,42,34,41,32,45,50,42,norm_pervious
1283,43,55,35,39,46,35,40,46,36,norm_pervious
1284,25,36,22,33,40,30,42,47,39,norm_pervious
1285,63,73,48,43,53,34,40,49,32,norm_pervious
1286,32,47,26,39,47,31,45,51,36,norm_pervious
1287,25,31,19,34,42,28,37,46,31,shaded_pervious
1288,71,68,49,55,60,43,41,49,33,dry_pervious
1289,80,77,60,55,59,42,43,50,34,dry_pervious
1290,72,66,50,54,58,42,42,50,34,dry_pervious
1291,76,74,53,52,57,41,41,49,33,dry_pervious
1292,78,73,53,55,60,43,40,48,32,dry_pervious
1293,70,64,48,53,58,41,42,50,34,dry_pervious
1294,76,75,57,47,54,37,42,51,34,dry_pervious
1295,35,45,34,34,43,29,34,42,29,shaded_pervious
1296,75,69,57,54,55,42,42,45,34,dry_pervious
1297,81,124,117,89,120,112,84,92,81,water
1298,86,127,119,95,123,114,80,87,76,water
1299,78,120,118,89,118,111,80,86,76,water
1300,39,52,32,37,44,32,38,45,32,norm_pervious
1301,37,48,31,36,44,31,39,46,33,norm_pervious
1302,43,51,38,34,41,30,37,43,31,norm_pervious
1303,45,55,44,34,41,29,35,43,30,norm_pervious
1304,39,50,33,39,47,33,38,46,32,norm_pervious
1305,37,44,28,37,46,32,36,45,31,norm_pervious
1306,55,54,49,41,45,33,41,45,34,dry_pervious
1307,57,57,55,52,54,48,44,47,40,norm_impervious
1308,57,60,53,48,51,45,49,51,45,norm_impervious
1309,61,62,54,51,54,45,45,47,40,norm_impervious
1310,67,67,65,63,64,61,50,50,48,norm_impervious
1311,64,64,66,62,63,61,47,48,45,norm_impervious
1312,67,69,68,63,64,62,49,49,48,norm_impervious
1313,62,60,63,63,64,61,48,49,45,norm_impervious
1314,60,62,57,54,56,48,47,49,40,norm_impervious
1315,94,96,82,77,78,68,68,68,59,norm_impervious
1316,105,105,93,88,88,77,62,63,54,norm_impervious
1317,98,100,87,99,100,88,64,64,56,norm_impervious
1318,93,99,85,97,101,90,70,72,63,norm_impervious
1319,100,100,88,94,96,85,66,68,59,norm_impervious
1320,166,180,181,165,175,177,107,113,113,norm_impervious
1321,59,58,53,47,51,44,38,43,34,norm_impervious
1322,61,66,60,56,59,47,37,41,32,norm_impervious
1323,63,66,57,57,59,49,37,39,32,norm_impervious
1324,62,65,58,50,52,44,46,47,39,norm_impervious
1325,80,83,76,73,76,69,50,52,43,norm_impervious
1326,74,79,73,67,68,63,63,65,58,norm_impervious
1327,91,101,93,78,85,78,60,64,57,norm_impervious
1328,53,60,53,66,68,62,68,70,62,norm_impervious
1329,70,71,65,59,59,53,65,66,59,norm_impervious
1330,68,74,70,64,69,63,62,66,58,norm_impervious
1331,87,89,78,65,70,57,56,59,49,norm_impervious
1332,63,64,59,50,54,44,44,48,38,norm_impervious
1333,56,55,51,50,53,44,44,48,38,norm_impervious
1334,62,65,58,51,54,45,43,47,37,norm_impervious
1335,86,86,78,67,67,54,54,56,44,norm_impervious
1336,76,78,75,59,63,50,51,57,41,norm_impervious
1337,77,77,67,56,64,49,51,57,42,norm_impervious
1338,82,82,72,59,60,48,54,57,43,norm_impervious
1339,68,61,53,63,62,50,46,49,39,dry_pervious
1340,78,70,59,59,59,45,49,54,39,dry_pervious
1341,76,70,58,59,60,46,50,54,39,fall_pervious
1342,69,69,57,55,57,44,48,52,39,fall_pervious
1343,73,67,53,59,60,46,50,54,39,fall_pervious
1344,56,47,38,53,54,42,51,55,41,fall_pervious
1345,74,78,63,64,71,56,56,58,45,norm_pervious
1346,66,70,55,56,62,48,59,54,41,norm_pervious
1347,55,64,45,50,51,36,53,54,39,norm_pervious
1348,42,55,38,41,53,37,38,48,36,norm_pervious
1349,35,54,32,37,50,34,41,51,38,norm_pervious
1350,37,52,31,38,50,34,41,50,38,norm_pervious
1351,44,57,39,35,46,32,34,45,31,norm_pervious
1352,37,52,33,42,54,37,43,54,39,norm_pervious
1353,34,47,30,36,48,32,38,49,33,norm_pervious
1354,45,58,38,40,52,36,41,51,36,norm_pervious
1355,125,109,76,117,102,78,74,68,53,dry_pervious
1356,121,103,79,104,94,75,71,69,55,dry_pervious
1357,107,93,64,110,97,73,71,67,50,dry_pervious
1358,89,74,53,93,79,57,114,100,79,dry_pervious
1359,122,103,73,117,102,78,73,67,52,dry_pervious
1360,107,94,75,103,94,75,77,73,55,dry_pervious
1361,86,79,60,72,72,57,67,67,52,dry_pervious
1362,90,79,61,97,84,65,106,93,74,dry_pervious
1363,43,52,31,40,49,35,39,47,35,norm_pervious
1364,61,67,53,44,52,38,39,47,35,norm_pervious
1365,24,36,22,35,47,32,36,47,33,shaded_pervious
1366,67,76,59,47,55,43,39,47,36,norm_pervious
1367,60,70,59,45,55,42,39,46,35,norm_pervious
1368,71,73,68,65,72,57,50,55,43,norm_impervious
1369,90,94,95,73,78,70,56,62,51,norm_impervious
1370,86,92,88,75,80,72,55,62,50,norm_impervious
1371,96,98,93,88,95,88,65,73,60,norm_impervious
1372,27,40,22,36,47,32,37,45,33,shaded_pervious
1373,33,46,29,36,47,33,36,43,32,norm_pervious
1374,87,89,84,64,70,62,50,56,47,norm_impervious
1375,90,93,86,64,70,62,50,56,47,norm_impervious
1376,87,89,84,64,70,62,50,56,47,norm_impervious
1377,58,63,56,53,60,51,50,56,48,norm_impervious
1378,70,75,71,63,67,60,49,53,45,norm_impervious
1379,74,76,73,59,61,55,49,52,44,norm_impervious
1380,74,76,73,59,61,55,49,52,44,norm_impervious
1381,71,76,70,55,60,54,54,49,44,norm_impervious
1382,76,82,78,66,70,63,46,51,43,norm_impervious
1383,64,72,49,47,55,41,42,50,37,norm_pervious
1384,59,67,46,52,57,44,47,52,40,norm_pervious
1385,34,49,30,40,52,36,40,50,36,norm_pervious
1386,47,65,41,43,53,36,39,48,33,norm_pervious
1387,45,65,40,43,53,37,38,48,33,norm_pervious
1388,43,62,42,39,49,37,39,48,37,norm_pervious
1389,71,68,53,59,58,45,49,52,39,fall_pervious
1390,102,89,70,93,87,70,57,62,49,dry_pervious
1391,99,89,77,72,72,56,48,54,41,dry_pervious
1392,103,96,78,93,87,69,56,58,44,dry_pervious
1393,41,54,36,38,49,34,37,48,32,norm_pervious
1394,46,58,36,37,48,33,37,49,33,norm_pervious
1395,38,52,29,43,54,35,40,51,34,norm_pervious
1396,38,49,51,35,45,41,48,56,43,water
1397,37,48,50,35,45,42,45,55,42,water
1398,37,51,54,35,46,43,46,56,43,water
1399,38,48,49,34,44,40,43,51,39,water
1400,40,52,50,34,44,40,39,48,36,water
1401,39,49,50,34,45,41,42,51,38,water
1402,35,49,50,35,46,43,47,56,43,water
1403,38,49,51,34,45,41,46,55,42,water
1404,35,43,45,33,44,40,37,47,36,water
1405,36,48,48,33,44,41,40,49,37,water
1406,38,49,51,34,44,40,43,52,39,water
1407,64,68,69,66,70,61,48,52,43,norm_impervious
1408,76,78,73,72,77,68,54,61,50,norm_impervious
1409,85,87,84,72,77,68,54,61,50,norm_impervious
1410,75,78,71,63,68,58,51,57,46,norm_impervious
1411,82,86,87,72,75,69,49,53,45,norm_impervious
1412,86,92,88,67,71,65,58,61,55,norm_impervious
1413,75,80,76,57,59,53,49,52,44,norm_impervious
1414,78,84,80,60,63,57,50,52,44,norm_impervious
1415,40,56,45,42,54,41,65,70,55,norm_pervious
1416,39,55,44,41,54,41,65,70,55,norm_pervious
1417,44,58,45,41,54,41,64,70,54,norm_pervious
1418,38,49,33,39,46,29,38,44,28,norm_pervious
1419,82,87,81,75,78,73,78,81,73,norm_impervious
1420,105,108,101,80,83,75,72,75,67,norm_impervious
1421,98,99,93,63,67,56,66,69,60,norm_impervious
1422,133,166,175,134,163,171,116,139,142,norm_impervious
1423,98,120,133,103,120,128,84,93,94,norm_impervious
1424,112,117,111,94,99,91,77,82,73,norm_impervious
1425,96,102,92,84,86,77,67,70,56,norm_impervious
1426,74,75,70,77,78,67,63,65,54,norm_impervious
1427,81,82,77,75,77,67,56,59,50,norm_impervious
1428,74,79,75,76,77,71,74,74,64,norm_impervious
1429,76,75,70,77,78,72,72,73,63,norm_impervious
1430,68,70,59,75,77,70,75,76,67,norm_impervious
1431,73,77,78,76,80,77,82,85,77,norm_impervious
1432,98,91,72,79,77,61,58,60,46,dry_pervious
1433,81,75,61,67,69,54,58,61,47,dry_pervious
1434,74,72,59,66,67,53,56,58,44,dry_pervious
1435,89,93,92,83,87,83,86,90,84,norm_impervious
1436,75,74,70,72,73,71,91,92,90,norm_impervious
1437,76,77,71,79,80,77,93,94,90,norm_impervious
1438,67,72,66,74,78,74,73,77,70,norm_impervious
1439,78,80,79,79,83,77,78,82,74,norm_impervious
1440,122,124,119,127,129,124,98,99,95,norm_impervious
1441,124,129,125,85,90,86,87,90,86,norm_impervious
1442,84,86,81,80,83,76,73,76,67,norm_impervious
1443,90,90,82,84,86,78,81,81,71,norm_impervious
1444,114,116,113,85,87,81,83,85,79,norm_impervious
1445,75,82,75,79,82,73,79,80,71,norm_impervious
1446,89,82,64,81,78,62,61,64,50,dry_pervious
1447,86,76,64,82,75,62,63,62,49,dry_pervious
1448,65,67,53,68,69,54,57,59,46,dry_pervious
1449,84,81,64,66,67,53,58,60,46,dry_pervious
1450,87,86,65,86,83,67,65,64,51,dry_pervious
1451,55,61,47,65,67,52,62,63,49,dry_pervious
1452,93,81,67,68,68,53,53,54,42,dry_pervious
1453,106,97,80,76,75,60,67,68,55,dry_pervious
1454,81,80,62,77,76,62,66,67,55,dry_pervious
1455,60,68,57,66,70,56,67,68,55,dry_pervious
1456,102,90,68,100,92,71,65,69,53,dry_pervious
1457,59,70,54,59,67,51,58,62,46,dry_pervious
1458,91,92,76,78,81,65,64,68,53,dry_pervious
1459,85,86,72,78,80,65,62,65,51,dry_pervious
1460,74,83,66,78,80,64,58,64,48,dry_pervious
1461,86,85,67,81,83,67,68,70,55,dry_pervious
1462,55,59,44,65,68,56,68,69,57,shaded_pervious
1463,53,62,45,68,71,58,72,72,60,norm_pervious
1464,55,66,50,64,68,53,66,66,53,norm_pervious
1465,57,69,49,36,47,28,34,42,26,norm_pervious
1466,36,53,34,39,48,30,39,45,31,norm_pervious
1467,24,23,18,29,35,23,41,47,32,shaded_pervious
1468,26,28,23,34,40,28,43,49,35,shaded_pervious
1469,23,22,17,30,36,24,44,49,35,shaded_pervious
1470,35,38,29,35,39,26,34,39,26,shaded_pervious
1471,28,29,21,29,35,22,41,47,33,shaded_pervious
1472,47,56,37,42,49,34,44,48,37,norm_pervious
1473,45,55,31,38,43,26,37,42,25,norm_pervious
1474,32,46,29,35,45,28,38,45,30,norm_pervious
1475,48,61,35,40,48,28,39,45,28,norm_pervious
1476,78,68,58,69,64,49,51,50,35,dry_pervious
1477,80,74,58,68,64,49,51,50,35,dry_pervious
1478,63,63,55,61,62,46,45,49,36,dry_pervious
1479,79,76,59,67,62,47,51,50,35,dry_pervious
1480,38,49,33,39,46,29,38,44,28,norm_pervious
1481,41,54,36,35,46,26,39,46,28,norm_pervious
1482,67,73,71,76,80,76,84,87,82,norm_impervious
1483,67,69,64,66,68,63,66,69,61,norm_impervious
1484,80,82,77,71,74,67,72,75,65,norm_impervious
1485,77,82,78,79,82,76,71,73,65,norm_impervious
1486,73,75,74,77,81,79,86,89,83,norm_impervious
1487,85,89,90,87,91,88,88,91,86,norm_impervious
1488,83,82,77,83,84,81,95,96,93,norm_impervious
1489,96,97,91,83,84,80,94,95,92,norm_impervious
1490,140,145,148,142,148,151,115,110,113,norm_impervious
1491,200,207,213,182,192,197,137,143,149,norm_impervious
1492,141,145,148,141,144,147,177,183,189,norm_impervious
1493,176,183,189,177,183,189,160,165,171,norm_impervious
1494,165,171,171,171,176,181,159,163,167,norm_impervious
1495,178,187,192,179,189,195,143,148,154,norm_impervious
1496,177,198,201,183,194,200,143,149,155,norm_impervious
1497,141,146,149,140,146,148,111,114,118,norm_impervious
1498,152,155,160,154,158,162,127,127,131,norm_impervious
1499,126,133,139,138,143,148,122,125,129,norm_impervious
1500,77,82,78,78,81,78,83,85,79,norm_impervious
1501,73,75,72,78,82,77,78,81,74,norm_impervious
1502,77,78,73,75,76,74,92,93,90,norm_impervious
1503,87,93,83,77,78,75,81,82,80,norm_pervious
1504,72,72,72,72,71,72,87,89,86,norm_impervious
1505,78,81,72,73,73,71,90,91,89,norm_pervious
1506,90,89,84,84,84,80,96,97,93,norm_impervious
1507,83,86,75,84,86,78,67,70,60,norm_impervious
1508,86,87,82,78,80,68,61,63,52,norm_impervious
1509,93,95,90,83,85,77,65,69,56,norm_impervious
1510,88,95,87,79,81,69,62,65,53,norm_impervious
1511,91,93,82,79,82,67,64,67,56,norm_impervious
1512,83,85,80,82,84,73,64,65,53,norm_impervious
1513,83,85,84,77,79,67,59,62,51,norm_impervious
1514,84,87,80,75,77,68,63,66,55,norm_impervious
1515,75,76,68,74,76,64,65,68,57,norm_impervious
1516,84,86,75,78,79,69,59,60,46,norm_impervious
1517,80,84,70,79,81,72,59,61,47,norm_impervious
1518,86,91,85,79,81,69,62,65,54,norm_impervious
1519,71,72,66,68,71,65,70,73,65,norm_impervious
1520,76,77,72,69,71,65,65,68,58,norm_impervious
1521,82,70,58,65,61,46,51,50,36,dry_pervious
1522,45,49,35,36,44,29,36,42,27,norm_pervious
1523,32,43,27,33,43,27,36,43,28,norm_pervious
1524,37,48,32,35,41,27,34,37,25,norm_pervious
1525,35,48,31,32,41,26,34,40,26,norm_pervious
1526,52,57,37,40,44,28,40,45,28,norm_pervious
1527,32,35,28,38,42,26,39,44,28,shaded_pervious
1528,21,32,18,32,37,24,39,43,29,shaded_pervious
1529,31,39,24,34,40,26,37,43,28,shaded_pervious
1530,23,31,18,35,41,27,37,42,27,shaded_pervious
1531,28,35,19,38,44,28,40,46,30,shaded_pervious
1532,58,65,47,45,54,32,37,45,26,norm_pervious
1533,40,53,27,44,51,31,42,46,30,norm_pervious
1534,42,49,31,39,44,28,39,43,28,norm_pervious
1535,123,131,120,120,124,117,60,62,56,norm_impervious
1536,55,59,58,54,59,57,83,87,82,norm_impervious
1537,32,31,36,39,40,41,73,76,69,norm_impervious
1538,113,115,101,109,111,101,56,58,50,norm_impervious
